"title.id","customer.id","rating"
2089,1,4
883,1,4
927,1,4
1781,1,5
2145,1,5
790,1,3
304,1,5
319,1,4
1681,1,5
359,1,5
548,1,5
259,1,5
425,1,3
621,1,5
632,1,4
1928,1,5
1611,1,3
1934,1,3
2081,1,5
424,1,4
768,1,4
1099,1,5
1283,1,4
283,1,3
522,1,4
795,1,5
1103,1,4
1379,1,3
1753,1,5
1866,1,4
2066,1,4
2080,1,5
502,1,4
199,1,4
1826,1,4
1553,1,5
708,1,5
1344,1,3
1075,1,5
1884,1,3
1689,1,4
2124,1,3
1036,1,3
2230,1,5
414,1,5
1378,1,5
2227,1,5
1986,1,5
623,1,5
1537,1,3
219,1,5
83,1,5
2016,1,4
816,1,5
1984,1,4
2225,1,5
1363,1,5
1661,1,5
1564,1,4
197,1,5
627,1,5
56,1,4
1361,1,5
1929,1,5
1597,1,5
1622,1,5
431,1,5
142,1,4
1930,1,5
855,1,5
85,1,4
1610,1,2
287,1,5
796,1,5
937,1,5
2012,1,5
617,1,5
1810,1,3
880,1,4
182,1,5
946,1,5
2259,1,5
700,1,5
1039,1,5
1551,1,5
1452,1,4
203,1,3
1863,1,3
1165,1,3
879,1,4
165,1,5
449,1,4
691,1,5
1304,1,3
450,1,5
1150,1,5
1142,1,4
804,1,5
1004,1,3
1936,1,3
250,1,5
2194,1,4
2220,1,4
1855,1,4
94,1,5
1692,1,5
1152,1,4
1182,1,4
857,1,5
184,1,4
190,1,5
1740,1,4
748,1,4
964,1,4
1421,1,5
1098,1,5
1660,1,5
1690,1,5
1848,1,4
2106,1,4
1040,1,5
1221,1,5
390,1,5
1769,1,5
115,1,5
1175,1,4
1427,1,5
223,1,4
2224,1,4
2092,1,2
722,1,4
1724,1,4
636,1,5
106,1,5
1007,1,2
654,1,5
1133,1,4
2153,1,5
1726,1,5
1703,1,4
2262,1,3
2045,1,5
989,1,4
2014,1,5
484,1,5
1,1,4
1473,1,5
1214,1,3
1561,1,5
1212,1,5
1290,1,5
833,1,5
1845,1,5
561,1,4
1386,1,2
1925,1,4
1973,1,4
1974,1,5
775,1,4
1694,1,3
1718,1,5
1881,1,5
821,1,5
1057,1,5
244,1,4
13,1,4
103,1,5
680,1,5
2086,1,4
570,1,5
843,1,5
793,1,5
604,1,5
725,1,5
1685,1,4
2216,1,5
1207,1,5
2068,1,5
227,1,4
1885,1,5
1682,1,5
585,1,5
1310,1,5
1217,1,4
874,1,5
630,1,4
1992,1,1
650,1,3
1836,1,3
2187,1,5
1761,1,5
1084,1,5
2005,1,4
2006,1,4
1643,1,5
850,1,5
884,1,5
1154,1,4
965,1,4
1583,1,4
830,1,5
1679,1,4
1265,1,4
277,1,5
1239,1,5
1680,1,5
255,1,4
1794,1,4
2245,1,5
2202,1,4
1237,1,5
1804,2,3
2081,2,4
852,2,4.5
830,2,4
1126,2,4
444,2,3.5
1996,2,4
545,2,4
511,2,4.5
1940,2,5
1041,2,4.5
2267,2,3
1820,2,4
683,2,3
1032,2,4
2088,2,4.5
1043,2,5
2182,2,5
510,2,3.5
827,2,2.5
578,2,3.5
2232,2,5
1050,2,3
2213,2,4
679,2,3.5
1241,2,5
504,3,0.5
1753,3,0.5
472,3,0.5
2174,3,0.5
664,3,5
1401,3,0.5
593,3,0.5
1479,3,0.5
538,3,0.5
1520,3,0.5
946,3,3.5
723,3,0.5
1924,3,3
450,3,4.5
190,3,0.5
1153,3,0.5
1660,3,0.5
2106,3,2
2046,3,4
2258,3,0.5
713,3,0.5
1680,3,5
1658,3,0.5
23,3,0.5
813,4,3
2119,4,2
2077,4,3
1781,4,2
1323,4,3
1581,4,3
753,4,5
492,4,5
1211,4,5
224,4,5
413,4,1
631,4,5
632,4,2
930,4,3
1928,4,5
1192,4,5
1611,4,1
1797,4,5
1394,4,5
70,4,4
351,4,4
471,4,3
771,4,3
1291,4,4
194,4,2
522,4,1
795,4,5
1030,4,5
1271,4,5
1548,4,1
1839,4,5
1849,4,1
2080,4,2
80,4,4
1826,4,5
215,4,3
2218,4,2
708,4,5
1344,4,3
2114,4,4
1215,4,4
2118,4,4
1544,4,5
1832,4,4
323,4,4
1638,4,4
1451,4,5
1871,4,5
372,4,5
1401,4,5
2230,4,5
847,4,5
1455,4,5
1986,4,4
673,4,3
1984,4,2
2225,4,4
1846,4,5
741,4,2
1363,4,5
295,4,5
559,4,5
493,4,3
1640,4,5
1361,4,5
877,4,4
655,4,1
1954,4,5
1929,4,5
1597,4,5
1622,4,3
320,4,2
9,4,5
2226,4,1
855,4,4
1610,4,4
99,4,4
328,4,5
1911,4,4
880,4,4
2137,4,4
700,4,5
944,4,5
2053,4,4
1039,4,4
354,4,3
1278,4,1
2164,4,5
590,4,4
879,4,4
165,4,4
1304,4,3
455,4,1
1150,4,2
797,4,4
852,4,1
1980,4,4
250,4,4
1887,4,5
352,4,4
1492,4,3
1530,4,2
358,4,4
1381,4,3
346,4,1
2043,4,3
2199,4,5
1152,4,5
324,4,4
1784,4,2
285,4,4
1098,4,5
1081,4,4
1588,4,3
837,4,5
223,4,5
1951,4,5
1190,4,1
643,4,2
2167,4,4
1726,4,3
1703,4,4
1412,4,4
1290,4,1
462,4,5
638,4,5
1925,4,1
166,4,4
1718,4,5
689,4,2
1841,4,4
2056,4,1
310,4,2
78,4,5
103,4,5
945,4,4
890,4,5
725,4,2
482,4,2
227,4,4
1885,4,4
523,4,5
448,4,4
91,4,5
1247,4,4
803,4,1
1992,4,4
1171,4,4
2235,4,4
539,4,3
1084,4,4
663,4,4
943,4,2
965,4,1
1502,4,5
1377,4,1
2202,4,3
96,4,4
234,4,3
258,4,4
487,4,4
1560,4,3
401,4,1
823,4,3
1464,4,3
1938,4,3
2050,4,4
2094,4,5
1042,4,4
1029,4,3
1302,4,2
282,4,5
331,4,4
1373,4,1
820,4,1
1263,4,3
919,4,4
556,4,4
1448,4,5
2089,5,4
813,5,4
176,5,4
527,5,4
438,5,3
2145,5,4
1581,5,5
319,5,4
144,5,3
202,5,3
631,5,4
930,5,5
1051,5,3
1206,5,4
1192,5,3
1178,5,1
1485,5,5
1611,5,5
1620,5,3
1934,5,2
1804,5,3
58,5,3
424,5,3
771,5,2
1197,5,3
1283,5,4
2111,5,2
62,5,3
795,5,4
1028,5,4
1030,5,5
1651,5,3
1753,5,5
1767,5,4
1793,5,3
80,5,4
2009,5,3
502,5,5
199,5,3
1864,5,5
215,5,5
1553,5,5
1589,5,3
708,5,3
1095,6,4
883,6,5
718,6,5
927,6,4
1730,6,4
842,6,3
111,6,4
496,6,4
373,6,4
1775,6,4
59,6,2
813,6,2
467,6,5
1582,6,4
1172,6,3
1496,6,4
504,6,3
2119,6,4
176,6,4
527,6,5
1667,6,4
2077,6,3
986,6,4
1781,6,4
2145,6,1
1037,6,4
1376,6,4
260,6,3
1762,6,4
1106,6,3
2215,6,5
267,6,2
1431,6,4
336,6,4
415,6,3
903,6,4
329,6,3
319,6,5
1717,6,4
597,6,3
2142,6,3
261,6,4
186,6,4
144,6,4
1681,6,4
202,6,3
375,6,4
430,6,3
453,6,5
483,6,3
548,6,3
566,6,3
738,6,5
889,6,3
1107,6,3
1255,6,2
1325,6,3
1424,6,3
1442,6,3
1872,6,4
1891,6,3
2134,6,3
2168,6,4
2186,6,3
259,6,4
315,6,2
413,6,4
588,6,3
574,6,4
587,6,5
621,6,3
684,6,2
781,6,4
766,6,4
856,6,3
982,6,5
1009,6,4
1051,6,3
1101,6,3
1108,6,5
1121,6,3
1206,6,4
1203,6,5
1192,6,3
1178,6,3
1251,6,3
1281,6,3
1328,6,4
1336,6,5
1450,6,4
1423,6,3
1418,6,2
1501,6,4
1180,6,3
1611,6,2
1619,6,3
1770,6,5
1890,6,4
1934,6,5
1735,6,4
1804,6,5
1998,6,1
1921,6,4
2158,6,3
2081,6,5
2206,6,5
2212,6,4
1394,6,3
58,6,3
351,6,3
424,6,5
428,6,5
471,6,4
489,6,4
751,6,4
768,6,5
771,6,3
1063,6,4
1099,6,3
1197,6,5
2198,6,3
1283,6,4
1291,6,5
1410,6,4
1510,6,3
1668,6,3
1893,6,5
2111,6,4
2208,6,3
2231,6,3
2243,6,3
947,6,3
62,6,3
74,6,3
137,6,4
236,6,3
421,6,5
429,6,4
451,6,3
514,6,4
715,6,3
736,6,4
778,6,3
795,6,5
974,6,2
656,6,4
1028,6,4
1030,6,4
2207,6,4
1103,6,5
1161,6,3
1244,6,3
1254,6,3
1267,6,4
1308,6,3
681,6,3
1380,6,3
1379,6,5
1429,6,3
1543,6,4
1548,6,3
1651,6,4
1653,6,4
1683,6,3
1716,6,3
1753,6,3
1767,6,3
1778,6,3
1835,6,3
1849,6,3
1853,6,3
1876,6,4
1866,6,3
1969,6,2
2066,6,3
2080,6,5
1204,6,3
815,6,5
80,6,5
2009,6,3
502,6,5
199,6,3
1826,6,4
1864,6,4
215,6,5
1553,6,3
1589,6,4
708,6,3
961,6,4
148,6,5
1591,6,3
93,6,4
1790,6,4
558,6,1
472,6,4
1959,6,3
2114,6,4
1477,6,5
752,6,4
1384,6,2
2124,6,5
1956,6,1
1069,6,3
1036,6,5
995,6,5
789,6,3
910,6,3
1542,6,4
2154,6,3
740,6,5
1287,6,3
645,6,4
490,6,3
1993,6,3
2073,6,4
1061,6,3
755,6,4
1317,6,4
1164,6,4
18,6,2
2016,6,3
816,6,5
1847,6,4
81,6,4
2225,6,3
295,6,3
2089,7,4.5
2145,7,4.5
1581,7,3
144,7,4.5
566,7,4
1928,7,5
768,7,5
2111,7,3
974,7,5
1103,7,5
815,7,2
80,7,3
2009,7,2.5
199,7,3
1826,7,5
215,7,3.5
1344,7,4
605,7,4
1036,7,4.5
847,7,3
21,7,4
2084,7,4
655,7,1.5
1929,7,4
142,7,4
1930,7,4
1610,7,5
287,7,4.5
2012,7,5
529,7,1.5
182,7,5
165,7,3.5
458,7,5
996,7,4
1150,7,3
2113,7,3
158,7,0.5
151,7,4
2043,7,1.5
1692,7,4.5
1784,7,5
1190,7,2
654,7,3.5
1561,7,5
1925,7,1.5
1973,7,3
1456,7,4.5
166,7,2
809,7,2.5
2221,7,1.5
822,7,3.5
1841,7,4.5
103,7,4
2090,7,4.5
1341,7,1.5
663,7,4.5
830,7,1.5
1345,7,1
2245,7,3.5
1409,7,5
1652,7,4
388,7,2.5
2131,7,3
2205,7,4
653,7,2
331,7,2
1817,7,4
1526,7,0.5
51,7,4.5
1562,7,1
1598,7,1.5
1109,7,3
1360,7,4
919,7,4
1466,7,4
1222,7,4.5
214,7,4.5
1010,7,3.5
1898,7,3.5
1926,7,0.5
1333,7,4
1305,7,3
1678,7,3
1825,7,1.5
1901,7,5
912,7,4.5
1224,7,4.5
378,7,4
393,7,4.5
2251,7,4
1288,7,4
994,7,0.5
1557,7,4.5
1754,7,4.5
1289,7,2
1166,7,4.5
1223,7,4
1261,7,4
1818,7,3.5
918,7,2.5
1942,7,2
583,7,4.5
1899,7,4.5
308,7,3.5
2159,7,1
444,7,4.5
1843,7,1
1802,7,1
1823,7,4
1742,7,4
1634,7,3.5
1035,7,4
1569,7,1
734,7,2.5
1416,7,2.5
1469,7,4
173,7,3.5
1540,7,2
1147,7,3.5
970,7,2
1688,7,1.5
1831,7,3.5
1138,7,3.5
1927,7,1
201,7,2
241,7,1
2178,7,3
1062,7,4.5
364,7,3.5
2250,7,4
371,7,4.5
1156,7,1
1977,7,1
545,7,1
744,7,4.5
374,7,4.5
541,7,3.5
957,7,0.5
1095,8,4
842,8,2
111,8,4
813,8,4
2119,8,3
176,8,5
438,8,3
1781,8,4
2145,8,5
319,8,3
261,8,3
144,8,4
202,8,2
1424,8,5
1442,8,4
2186,8,3
621,8,4
632,8,3
781,8,3
1009,8,3
1051,8,5
1423,8,3
1501,8,3
1611,8,4
1735,8,3
1804,8,5
2212,8,3
768,8,3
771,8,5
1197,8,5
1283,8,3
1893,8,4
2111,8,5
421,8,1
514,8,3
736,8,4
795,8,3
1103,8,4
1379,8,2
1753,8,5
1849,8,3
959,8,3
815,8,3
502,8,5
199,8,3
1826,8,4
1589,8,3
1667,9,3
425,9,4
1510,9,3
1966,9,4
414,9,5
1167,9,2
831,9,4
1622,9,5
182,9,5
2229,9,4
183,9,3
184,9,4
836,9,3
1604,9,5
1539,9,2
140,9,2
817,9,3
1780,9,3
2123,9,1
1222,9,5
1010,9,4
1926,9,3
1333,9,4
164,9,5
2252,9,1
563,9,3
61,9,5
1224,9,5
806,9,4
1611,10,1
768,10,3.5
80,10,4
1589,10,3.5
372,10,4
1280,10,0.5
569,10,3
859,10,3
2209,10,3
158,10,3.5
1381,10,4
1290,10,0.5
1456,10,3.5
1841,10,0.5
103,10,1
725,10,0.5
830,10,4
332,10,3
331,10,3.5
1817,10,4.5
1173,10,4.5
1222,10,4
214,10,4
